Date,Actual,Forecast
2023-03-03,354.9189453125,345.39775920190675
2023-03-06,357.8692626953125,345.39563647264765
2023-03-08,361.7876892089844,346.7123734060604
2023-03-09,357.2699890136719,347.2151332942115
2023-03-10,357.7309875488281,347.45012699116114
2023-03-13,353.7203063964844,348.37728870330534
2023-03-14,350.0785217285156,349.3151398131679
2023-03-15,349.8018798828125,350.2557682250424
2023-03-16,351.6919860839844,351.0122776097568
2023-03-17,346.2522277832031,351.44147326825134
2023-03-20,349.2486572265625,352.8305222843124
2023-03-21,347.54302978515625,353.8862155495248
2023-03-22,348.2806091308594,354.9302745220398
2023-03-23,350.954345703125,355.7786450574825
2023-03-24,349.156494140625,356.3305495009811
2023-03-27,350.5395202636719,358.0667727763006
2023-03-28,350.1246032714844,359.24000039642846
2023-03-29,352.8905334472656,360.4057583113013
2023-03-31,353.58203125,362.0652619919716
2023-04-03,349.34088134765625,364.2220144905415
2023-04-05,356.2558288574219,366.837927374423
2023-04-06,357.1317138671875,367.94007921901505
2023-04-10,358.238037109375,371.1039221369811
2023-04-11,365.1069030761719,372.42865213499164
2023-04-12,362.8480224609375,373.70414320231936
2023-04-13,364.7380981445313,374.7398238425552
2023-04-17,368.93316650390625,377.198965614098
2023-04-18,367.4118347167969,378.2383738279714
2023-04-19,367.6423645019531,379.189429034584
